,TRUTH,FULL_NEWS,cluster
2757,FALSE,"Allegations, that garlic and cold shower helps to avoid COVID19",0
2758,FALSE,Martial law is imminent in United States,0
2759,FALSE,"A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was “ready” to be administered",5
2760,FALSE,"A screenshot of a purported internal email disclosing that a bank in the Pakistani city of Rawalpindi was closed after an employee tested positive for the novel coronavirus, COVID-19, has been shared on Facebook, Twitter and WhatsApp",5
2761,FALSE,Partially Homemade recipes for alcohol gel,0
2762,FALSE,Netflix is offering free access for those in quarantine,0
2763,FALSE,"The Italian National Guard has declared that it will apply a stricter sect of rules, called BLS-4, if Covid-19 has not been contained by April the 15th",16
2764,FALSE,The UNHCR said ‘migrants and illegals’ in malaysia were resisting COVID-19 testing,19
2765,FALSE,"A message shared on WhatsApp and Facebook claims that 15 coronavirus cases were linked to Burnaby’s Metrotown mall, in the western Canadian province of British Columbia",18
2766,FALSE,"This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus",14
2767,FALSE,This photo shows French nurses holding a sign to denounce police violence,0
2768,FALSE,Facebook post claiming that French animal shelters “are overwhelmed by the abandonment of dogs and cats due to the coronavirus”,0
2769,FALSE,Claim that the coronavirus was created and patented in a French institute (Institut Pasteur),0
2770,FALSE,"Rodrigo Maia, president of the lower house of the Congress in Brazil, voted a law that forbids the president to close borders",0
2771,FALSE,“coronavirus victims are buried in the morning this Wednesday in Italy. Rest in peace”,0
2772,FALSE,"Goats in Ajmer, Rajasthan were found to be COVID-19 positive",0
2773,FALSE,Indian cricketer Sachin Tendulkar asked for meat shops to be banned in lieu of COVID-19,16
2774,FALSE,COVID-19 passengers being disembarked at Senegal airport,16
2775,FALSE,The COVID-19 has been invented by a big French public medical institute (Institut Pasteur),16
2776,FALSE,Helicopters of the Argentine Air Force will spray disinfectant against the coronavirus,0
2777,FALSE,Christine Lagarde said: “The elderly live too long and that is a risk to the global economy”,19
2778,FALSE,"Cali in Colombia is going to be quarantined, that is to say that for 14 days all commerce, supermarkets, shopping malls will be closed, no one can enter or leave by land or by plane",0
2779,FALSE,Mostly A photo shows coffins of people who died because of coronavirus in Italy – it shows that the virus is dangerous and you should stay inside,11
2780,TRUE,Mostly Jobcenters (for unemployed people) close from today on in Germany,15
2781,FALSE,Stopping breathing for 10 seconds will help you detect the coronavirus,0
2782,FALSE,"In Ecuador, Maritza Frías, former director of the Teófilo Dávila Hospital in Machala, and Mauro Calle, former manager of this health center, concealed official figures of those infected",8
2783,FALSE,Coronavirus phase 4 involves war code,0
2784,FALSE,People with A-blood type are more prone to get coronavirus,15
2785,FALSE,Egyptian doctor has invented a fluid to treat coronavirus,0
2786,FALSE,"Maracaibo in Venezuela is the safest city to avoid coronavirus because it´s too hot, said Unicef",19
2787,FALSE,"COVID-19 is no worse than other outbreaks that have occurred in “every election year,” suggesting that the new coronavirus is being “hyped” to hurt President Donald Trump",4
2788,FALSE,Australian researchers have found that bananas can help prevent infection of COVID-19,16
2789,FALSE,Kitchen foods plus morning sunshine can prevent and cure coronavirus,0
2790,FALSE,Man contracts COVID-19 by eating mutton,16
2791,FALSE,A video shows Chinese police crackdown on suspected COVID-19 patients,14
2792,FALSE,Image of coffins from Italy showing carnage due to recent COVID-19 outbreak,3
2793,FALSE,Clean your throat with salt water or vinegar to cure coronavirus,0
2794,FALSE,Spanish minister of agriculture called out football players for earning too much and showing lack of solidarity,0
2795,FALSE,A train carrying vaccines with the inscription COVID-19,16
2796,FALSE,Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate,16
2797,FALSE,Trump Is Promising To Send Americans Checks – Only After Checking People’s Social Media History,15
2798,FALSE,"Tom Hanks was arrested, with others, for pedophilia",0
2799,FALSE,5G Technology Believed To Have Caused coronavirus,0
2800,FALSE,"“Ministry of Health ITALY released a small video, HOW the virus spreads!!!… BEST VIDEO. Please see ..how innocently it spread. SOAP is the remedy CLEAN/ WASH ur Hands always”",14
2801,FALSE,The viral video claims to show the visuals of china police personnel trying to control the patients allegedly suffering from the pandemic,7
2802,FALSE,"Coronavirus can be cured by sniffing clove and camphor and by drinking water, the virus will go to the stomach and the acid in the stomach will kill the virus",11
2803,FALSE,"As coronavirus outbreak surges, PM Narendra Modi has decided to facilitate fellow countrymen with free masks under the ‘Swacch Bharat’ scheme",3
2804,FALSE,Chinese intelligence officer terms the Novel coronavirus as a biological weapon invented by China,7
2805,FALSE,Helicopters are going to spread ‘medicines’ againts the coronavirus,12
2806,FALSE,France has suspended payment of rent and taxes for citizens due to coronavirus crisis,0
2807,FALSE,"La Paz, Gregorio Marañon or 12 de octubre hospitals are closing because the are over capacity",0
2808,FALSE,"The exams to access university in Valencia region will be delayed to August 10, 11 and 12",0
2809,FALSE,The Army is requisitioning coronavirus protection material in Catalonia,0
2810,FALSE,"France will pay rent, light and gas during quarantine for its citizens",0
2811,FALSE,Peru has just nationalized hospitals and clinics,0
2812,FALSE,There is a Russian medicine that could be use against Sars-Cov-2,0
2813,FALSE,This picture showing lots of coffins was taken in Bergamo in 2020,0
2814,FALSE,New coronavirus is being spread via Coca-Cola,4
2815,FALSE,"New coronavirus can survive 9 days on the road; you should keep your shoes out, a doctor from Milan says",4
2816,FALSE,Worst affected countries by coronavirus are along the same latitude,0
2817,FALSE,Clorox Already Knew About coronavirus And coronavirus Isn’t New Virus,11
2818,FALSE,Indonesian President Joko Widodo locked down 10 cities,0
2819,FALSE,The People In This Video Are Falling Because Of Infection With Corona Virus,14
2820,FALSE,Novel The Eye of Darkness Predicts Corona as Biological Weapon from China,5
2821,FALSE,"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts we’ve been making",0
2822,FALSE,China has successfully tested an anti-coronavirus serum made in Egypt and presented in Beijing by the Egyptian Minister of Health,19
2823,FALSE,The spread of COVID-19 can be prevented with a “home-made vaccine” based on fruits and other ingredients,12
2824,FALSE,A hospital in Murcia in Spain has made a citizen appeal to make surgical masks,8
2825,FALSE,"A video of a fire erupting inside a vehicle has been viewed hundreds of times on Facebook, Twitter and on messaging app Line in March 2020 alongside a claim it shows an explosion that was sparked by an alcohol-based disinfectant used during the novel coronavirus pandemic",5
2826,FALSE,"A claim that all fruit and vegetable markets in the Indian city of Chennai and across the state of Tamil Nadu have been ordered to close in an effort to curb the spread of the novel coronavirus has been shared in multiple posts on Facebook, WhatsApp and Twitter",5
2827,FALSE,Claim that an American soldier was intentionally spreading the novel coronavirus in Wuhan during the seventh CISM Military World Games in October 2019 with a video clip of a man purportedly smearing saliva on the handrail on a train,5
2828,FALSE,"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canada’s alleged response to the outbreak flourished on social media",3
2829,FALSE,"The Social Security System (SSS) in the Philippines “approved financial aid worth P20,000 for every member,” to assist those affected by the novel coronavirus pandemic",5
2830,FALSE,"“China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that’s why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.”",7
2831,FALSE,Five Helicopters will spray disinfectants into the air to eradicate the coronaviruses,0
2832,TRUE,"MOSTLY 2019 coronavirus can live for “up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”",0
2833,FALSE,Chennai municipal corporation has asked all vegetable and fruit markets to shut down,0
2834,FALSE,This poem describes people applying social distancing during a plauge outbreak from the 19th century,3
2835,FALSE,false and This text critically observes the behavior of the religious communities in Macedonia towards the Government’s recommendations to reduce the risk of spreading the coronavirus by limiting contacts and movement,6
2836,FALSE,"false and A sensationalist headline, mislieading readers: “Disturbing video: A proof that only today there are 349 dead in Italy, stay at home.”",14
2837,FALSE,A man is touching a push-cart with his tongue to spread the virus outside Lidl in Lithuania,11
2838,FALSE,A train marked “COVID-19” spotted in the US,16
2839,FALSE,"A graphic has been shared in multiple posts on Facebook alongside a claim it contains a quote from Philippine Vice President Leni Robredo that bats are the “enemy” in the novel coronavirus pandemic. The graphic is attributed to Inquirer.net, a Philippine media outlet",5
2840,FALSE,The indian government distributing free face masks,6
2841,FALSE,The Australian Prime minister is about to announce a national lockdown,0
2842,FALSE,This photo shows a Sri Lankan airline pilot who tested positive for the novel coronavirus,5
2843,FALSE,Claim that Russian supermarkets are imposing pre-filled trolleys with basic food in the midst of the coronavirus crisis,0
2844,FALSE,"Claim that 35 people infected by coronavirus being treated in Ivory Coast within a military station, quoting a document from the French investigation website Mediapart",14
2845,FALSE,Photo showing the bad accommodations conditions for people recently arrived in the country and quarantined because of the novel coronavirus,5
2846,FALSE,Water boiled with garlic cures coronavirus,0
2847,FALSE,Israel has already developed a vaccine against COVID-19,16
2848,FALSE,Avoid drinking cold water during the pandemic; be exposed to sunlight,2
2849,FALSE,Universal Church of the Kingdom of God is selling 500 brazilian reals “blessed” hand-sanitizer bottles,0
2850,FALSE,Brazilian singer Preta Gil was singing in a carnival “bloco” while infected with coronavirus,14
2851,FALSE,A mixture of vinegar and fabric softener is a better desinfectant than alcohol,0
2852,FALSE,Staff of two Mumbai hotels have COVID positive cases,18
2853,FALSE,Donald Trump announced a vaccine by Roche Diagnostics,0
2854,FALSE,Narendra Modi is giving free masks in India,0
2855,FALSE,"Coronavirus patients were being arrested in Punjab, India",0
2856,FALSE,The military is coming to Paris because of the virus,11
2857,FALSE,Another rumor claims the military is coming to Paris because of the virus,11
2858,FALSE,This viral image of people lying on the street is related to coronavirus,15
2859,FALSE,Gargling with warm water and salt removes the coronavirus,0
2860,FALSE,Cuba discovered a serum that cures COVID-19,16
2861,FALSE,Partially There is a study that establishes the relationship between ibuprofen and the severity of the virus infection. . . apparently what Ibuprofen does is facilitate the reproduction of the virus,11
2862,FALSE,"“17 at 6:00 am, the state of emergency begins throughout the national territory” in accordance with “article 116 of the Constitution”, in Colombia",0
2863,FALSE,Partially Although Germany closes its borders refugees and migrants may still come in and they will not be medically checked for coronavirus,0
2864,FALSE,Medical University in Vienna has published a study regarding ibuprofen and coronavirus,0
2865,FALSE,An image shows “Spanish biologist” who claimed that footballers which earn millions of euros should research the cure for coronavirus,0
2866,FALSE,Three thousand Ecuadorians are infected with coronavirus,14
2867,FALSE,Coronavirus will not be covered by private health insurance in Ecuador,19
2868,FALSE,Helicopters are going to spread chemicals against the coronavirus,12
2869,FALSE,Coronavirus patients develop lung fibrosis but you can diagnose holding your breath,0
2870,FALSE,WHO approves anti-Malarial drug Chloroquine for COVID-19,16
2871,FALSE,Thailand CDC announces green chiretta can cure coronavirus,0
2872,FALSE,Traditional Cures And Self-Checks For coronavirus,0
2873,FALSE,Video of Police in China taking into control suspected COVID-19 patients in the country,7
2874,FALSE,"After husband tested positive for coronavirus, wife fled from Bangalore to Agra in India",0
2875,FALSE,5000 million Rupees fund allocated by Telangana CM KCR for coronavirus prevention is entirely funded by Central Government,6
2876,FALSE,Video of American President Donald Trump announcing that Roche Medical Company will launch the vaccine for COVID-19 next Sunday,14
2877,FALSE,2000 people died of COVID-19 in one day (on March 15) in France,15
2878,FALSE,Oman is releasing special chemical into the sky to eradicate coronavirus with military helicopters,0
2879,FALSE,With self-checkup you can find out if you are infected with coronavirus,14
2880,FALSE,Gargling with lukewarm water mixed with salt/vinegar will remove coronavirus,0
2881,FALSE,Tips for the new coronavirus: holding breath and drinking water,4
2882,FALSE,China finds a vaccine for the new coronavirus,4
2883,FALSE,A dog vaccine can be used against coronavirus in people,15
2884,FALSE,15 minutes in a sauna will kill the coronavirus,0
2885,FALSE,Eating bananas prevents coronavirus,0
2886,FALSE,Italy has mandated no treatment of all elderly patients for coronavirus,0
2887,FALSE,All U.S. Citizens Are Entitled To $700 Per Week To Stay At Home To Avoid Spread Of coronavirus,12
2888,FALSE,List comparing diseases with coronavirus,0
2889,FALSE,COVID-19 is A Scripted Narrative To Justify Closed Borders Or Force Residents To Remain Home,16
2890,FALSE,Football player Cristiano Ronaldo turned all his hotels into hospitals to help coronavirus patients and is paying doctors and the staff,0
2891,FALSE,Madrid enables 915038030 to request prescription drugs,0
2892,FALSE,Niño Jesús hospital has been left without COVID-19 to care for children and young people in Madrid,8
2893,FALSE,Here are the measures that Mercadona will implement due to the coronavirus crisis,0
2894,FALSE,Police have “free entry into houses and buildings” in Malaga to identify possible coronavirus infected people,14
2895,FALSE,Spanish politician Ortega Smith said “I prefer to get the COVID-19 than being gay”,19
2896,FALSE,Spanish politician Ortega Smith said “I prefer to get the covid-19 than being gay”,19
2897,FALSE,They discovered that a whole floor of the main Peruvian hospital is infected with COVID-19 and the decided to close the place,8
2898,FALSE,Partially Italy official Giulio Gallera: China lies to us. The date China provided is false. Italy has become Wuhan and the medical system has a breakdown,7
2899,FALSE,Partially The photo shows the aid crew from Cuba to Italy,0
2900,FALSE,Cristiano Ronaldo donated his hotel to be turned into an hospital,8
2901,FALSE,Coronil drops can help cure coronavirus,0
2902,FALSE,Police asked shops selling alcohol to restrict opening hours on St Patrick’s Day to lower the risk of house parties where coronavirus could be spread,12
2903,FALSE,Cristiano Ronaldo Turns Hotel into Hospital for Corona,8
2904,FALSE,Video shows Chinese police crackdown on coronavirus patients,14
2905,FALSE,It is advisable to leave outside the shoes used on the street to prevent coronavirus,0
2906,FALSE,There are sanitary technicians who are going to inspect houses and seize cash,0
2907,FALSE,A flyer said to offer official advice about the novel coronavirus from a Veterans Affairs (VA) healthcare system in the US state of Oregon is being shared on Facebook,5
2908,FALSE,A photo of a room lined with coffins has been shared thousands of times in multiple Facebook posts that claim it shows Italian nationals killed during the novel coronavirus pandemic in 2020,5
2909,FALSE,"A “Spanish biological researcher” saying “You give the footballer €1 million euros a month & a biological researcher €1,800 per month, and you are now looking for a Coronavirus treatment. Go to Cristiano Ronaldo or Messi & they will get you a cure.” A quote published with a photo of this so-called “spanish biological researcher”",0
2910,FALSE,"Jeanine Áñez, actual president of Bolivia, have COVID-19",16
2911,FALSE,14 University of Nairobi students have tested positive for COVID-19,0
2912,FALSE,"A fake quote of Senator of the Philippines Risa Hontiveros saying that she is “ready to get coughed on,” and that “the police and military are more frightening than dying from the virus,” according to a graphic that circulated on Facebook",11
2913,FALSE,"A fake quote of Philippines’ Vice President Leni Robredo saying that “bats, not the virus, are our enemy.”",11
2914,FALSE,A photo showing coffins and describing them as coffins of people who died because of coronavirus,15
2915,FALSE,Sweden has stopped fighting against the new coronavirus,4
2916,FALSE,"MOSTLY “U.S. deaths since 1/22 (2020): COVID-19: 27, flu, 4,700; abortion: 118,000.”",16
2917,TRUE,MOSTLY Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail,0
2918,FALSE,Mostly Novel coronavirus can be eliminated by drinking lots of water and gargling with warm water mixed with salt or vinegar,5
2919,FALSE,Trump use of data for deaths from swine flu and seasonal flu,0
2920,FALSE,Having a beard increase your chances of getting coronavirus,0
2921,FALSE,Sweden refused to fight the coronavirus,0
2922,FALSE,"Taking a hot bath, breathing in hot steam or using a hand dryer to blow hot air up the nose are effective ways to prevent Covid-19, according to a lecturer in health sciences faculty at Ghanaian university",19
2923,FALSE,An image shows a train transporting the Covid-19 virus,11
2924,FALSE,The word “coronavirus” used on various sanitary products suggest that the outbreak of COVID-19 is a planned operation,3
2925,FALSE,Gargling warm water with salt and-or vinegar kills SARS-CoV-2,0
2926,FALSE,"Clinics in the Philippines are turning away people with COVID-19 symptoms, because of a advisory from the department of health",19
2927,FALSE,Red soap and white handkerchiefs are good against the coronavirus,0
2928,FALSE,Israel allegedly developed a COVID-19 vaccine,16
2929,FALSE,"A video viewed tens of thousands of times on Facebook and YouTube purports to show billionaire businessman Jack Ma praising China’s response to the outbreak of the novel coronavirus, COVID-19",3
2930,FALSE,"A photo showing two military vehicles transported by a truck on the highway, near Paris, to be used for the French population’s confinement",0
2931,FALSE,"On March 16th, Macron has already announced quarantine for every cities in France and will announce later during the day the passage to “stage 4” of the epidemic",0
2932,FALSE,"A legal decree in France, published on March 15th, sets the ground for the use of the army in the fight against the novel coronavirus",5
2933,FALSE,Claim that coronavirus stays in the throat 4 days before reaching the lungs and that gargling lukewarm water with vinegar and salt can kill it,0
2934,FALSE,"You can self-diagnose COVID-19 by holding your breath for ten seconds, avoid COVID-19 by drinking water constantly. Also, COVID-19 causes fibrosis in the lungs",16
2935,FALSE,Drinking water and gargling with salt or vinegar eliminate the novel coronavirus,5
2936,FALSE,Israel has found a cure and a vaccine for coronavirus,0
2937,FALSE,Indian industrialist tweets that a specific mask can kill viruses,0
2938,FALSE,Cristiano Ronaldo’s hotels to be turned into quarantine centres in Portugal,0
2939,FALSE,Chinese Police crackdown on suspected coronavirus patients,0
2940,FALSE,"A video supposedly shows Italians or French people singing Madonna, Katy Perry, Britney Spears or Aya Nakamura on their balcony because of the lockdown measure in France and Italy",14
2941,FALSE,The ice skating rink in Mulhouse has been requisitioned for to be used as a morgue,0
2942,FALSE,An official decree taken by the government says the military will have to help in the hospitals,6
2943,FALSE,Nostradamus predicted COVID-19,16
2944,FALSE,Italian doctors recommend taking off shoes when you get home,0
2945,FALSE,Christine Lagarde says the elderly are living too long,0
2946,FALSE,Ecuadorean President Lenin Moreno and family quarantined in luxury Galapagos home,0
2947,FALSE,Ibuprofen worsen coronavirus infection,0
2948,FALSE,President Donald Trump in the next 48 to 72 hours will impose a nationwide “mandatory quarantine.”,0
2949,FALSE,Gargling water with salt or vinegar “eliminates” the coronavirus,0
2950,FALSE,"Coronavirus pneumonia is similar to a dry cough & Hot Weather, Garlic And Hot Water Are Remedies for COVID-19",16
2951,FALSE,Partially Claims Of Cures For COVID-19 From Multiple Countries,16
2952,FALSE,Photo of Meat (mutton) affected by coronavirus,0
2953,FALSE,"Office Memorandum of the Indian Ministry of Health & Family Welfare declaring holidays to the states of Maharashtra, Gujarat, Uttar Pradesh and Sikkim in the wake of COVID-19",19
2954,FALSE,35 Italians tourists don’t want to leave Ethiopia and go back in Italy because of the coronavirus,0
2955,FALSE,"30 cases of new coranvirus in the city of Barranquilla, in Colombia",18
2956,FALSE,Saline water kills the new coronavirus,4
2957,FALSE,All baby formula providers are shipping formula for free during coronavirus outbreak,3
2958,FALSE,Dallas student celebrating spring break collapses from coronavirus,0
2959,FALSE,Coronavirus is the least deadly virus,11
2960,FALSE,Cristiano Ronaldo turning his hotels into hospitals to fight coronavirus,0
2961,FALSE,WalMart reducing hours of operation,0
2962,FALSE,Tanker train marked with ‘COVID-9’ on its side,0
2963,FALSE,CDC warning people that morel mushroom increases coronavirus risk by 200%,15
2964,FALSE,Police has not issued any “domiciliation order” in Madrid to stay at home under a fine of 1000€,0
2965,FALSE,"EFE news agency published that a tweet announcing that the Government will impose fines of 300,000 euros on people who travel to other regions",6
2966,FALSE,“A looting” in a supermarket due to the coronavirus,0
2967,FALSE,Irene Montero is caughing on someone during the 8M women protest,0
2968,FALSE,Egypt Health Minister has given to China the vaccine against coronavirus,19
2969,FALSE,Insurance companies stop covering traffic accidents because the coronavirus,0
2970,FALSE,Cristiano Ronaldo decided to turn his hotels into free hospitals,0
2971,FALSE,Italy from the space during a flash mob in March 2020,0
2972,FALSE,Turkish Ministry of Health issued a document shows radical measures against COVID-19,19
2973,FALSE,Women’s inhouse gatherings are banned due to the outbreak,3
2974,FALSE,New virus stays at the throat level for four days,11
2975,FALSE,Turmeric And Lemon Help Fight Against coronavirus,0
2976,FALSE,Coronavirus patient arrested in Punjab,0
2977,FALSE,Corona Virus Detection Can Be Done by Holding Your Breath 10 Seconds,11
2978,FALSE,Drinking Alcohol Can Kill Corona COVID-19 Virus,11
2979,FALSE,Viral WhatsApp message suggested Uber services in Ghana were suspended consequent on the pandemic,2
2980,FALSE,Says a military Humvee labeled “COVID-19 quarantine team” was on Interstate 696 in Michigan,16
2981,FALSE,"EFE has published that those who move from one Spanish region to another under the state of alarm will be fined up to 300,000 euros",0
2982,FALSE,Insurance companies will stop covering auto accident policies under the alarm state,0
2983,FALSE,Helicopters will spray Spanish cities to disinfect them from coronaviruses,0
2984,FALSE,Partially President Giammattei said that the economic activity would be limited but didn´t mention call centers and maquilas,19
2985,FALSE,"MOSTLY “Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.”",19
2986,FALSE,Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.”,0
2987,FALSE,“Sunlight actually can kill the [novel coronavirus].”,5
2988,FALSE,Mostly Video shows problems faced by Chinese police while catching coronavirus-infected people,14
2989,FALSE,"Flu vaccine increases coronavirus risk 36%, says military study",0
2990,FALSE,Claim that football star Cristiano Ronaldo has converted his hotel chain into coronavirus hospitals,0
2991,FALSE,The novel coronavirus is not new,5
2992,FALSE,Ugandan president announces the postponement of elections,0
2993,FALSE,This is a video purporting to show how the coronavirus is transmitted betwen people,14
2994,FALSE,"In France, a picture showing policemen spraying tear gas on nurses and a text criticizing Macron’s treatment towards health employees",19
2995,FALSE,Cristiano Ronaldo will convert his hotels into coronavirus hospitals,0
2996,FALSE,In Spain dozens of people faced beatings and shoves with the police because they prevented them from going to a mass to pray against COVID-19,15
2997,FALSE,"European and South American flights cause chaos at Mexico Airport, due to coronavirus",0
2998,FALSE,China benefited financially from new coronavirus,4
2999,FALSE,Chinese Intelligence Officer Reveals coronavirus is a Bioweapon,0
3000,FALSE,"Indian Daily Reports That Wife Of A Positive Patient Ran Away, did not comply with the authorities and tested positive",0
3001,FALSE,Audio claiming India would be put under a complete lockdown,0
3002,FALSE,Cristiano Ronaldo transformed his hotels into hospitals for COVID-19 patients,16
3003,FALSE,"A ship from China is anchored in Santa Marta, in Colombia",7
3004,FALSE,Holding your breath for 10 seconds will tell you if you have COVID-19,16
3005,FALSE,"There are 30 cases of COVID-19 in Barranquilla, but the government is hiding them",18
3006,FALSE,"State of emergency begins on Tuesday, the 17th, according to article 116 of the Constitution",0
3007,FALSE,Gargles with hot water and salt can prevent COVID-19,16
3008,FALSE,China has successfully developes a vaccine ready to combat coronavirus,7
3009,FALSE,"A video shows an Italian doctor who says that nobody died only from coronavirus in Italy, that it’s not more dangerous than a flu",14
3010,FALSE,Cristiano Ronaldo will turn his hotels into hospitals,0
3011,FALSE,"Lombardia, Italy, ask to Cuba, China and Venezuela to send doctors",7
3012,FALSE,COVID-19 arrived in the US by train,16
3013,FALSE,Cristiano Ronaldo turned his hotels into hospitals,0
3014,FALSE,Left-wing Spanish politicians Irene Montero and Pablo Iglesias have private sanitarian services waiting in front of their homes,0
3015,FALSE,A message chain claim that a message from Stanford hospital gives advice to frink water every 15 mintes in order to prevent COVID-19,8
3016,FALSE,Cristiano Ronaldo decided to turn his hotels into free hospital,8
3017,FALSE,Four young people have been hospitalised with coronavirus which has been exacerbated by the use of ibuprofen,15
3018,TRUE,Mostly “Bill Gates told us about the coronavirus in 2015.”,0
3019,FALSE,"COVID-19 is large in size, where the cell diameter is 400-500 micrometers. For this reason, any mask can prevent its entry",16
3020,FALSE,A video showing a man infected with coronavirus and touching pieces of bread in a supermarket in Europe,14
3021,FALSE,Helicopter of the armed forces disinfects the streets at night,0
3022,FALSE,Graphics with information about COVID-19 containing Unicef branding and inaccurate information,16
3023,FALSE,A situation update allegedly from Kenya’s Citizen TV stating the number of COVID-19 cases,18
3024,FALSE,"A meme shared on Facebook and Twitter claims to show an image of fully stocked shelves of toilet paper, purportedly during the 2009 H1N1 outbreak, above another of barren shelves during the ongoing COVID-19 pandemic",3
3025,FALSE,A video viewed more than 2.4 million times on Facebook urges people to inhale steam to “kill” the novel coronavirus,14
3026,FALSE,"A video has been viewed thousands of times in multiple posts on Facebook, Twitter and YouTube which claim it shows Chinese police arresting people infected with the novel coronavirus, COVID-19",14
3027,FALSE,Research made by scientists from the University of Queensland in Australia has proven that bananas improve your immune system and help prevent COVID-19,16
3028,FALSE,Cristiano Ronaldo transformed some of his hotels into hospitals to fight COVID-19,16
3029,FALSE,A large crowd in Paris protested against the lockdown,0
3030,FALSE,The spread of the new coronavirus was planned by the Rockefellers years ago,4
3031,FALSE,MOSTLY The World Health Organization offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.”,19
3032,FALSE,"MOSTLY Says Donald Trump “cut funding to the CDC,” “fired the Pandemic Response Team,” “refused WHO tests” and “wasted two weeks calling this outbreak a ‘Democrat hoax.’”",3
3033,FALSE,The claim that there is a cure from the new coronavirus. The name of the drug is decametoxine,4
3034,FALSE,Pandemics happen every 100 years,0
3035,FALSE,The quarantine will last until the end of May in Ukraine,0
3036,FALSE,MOSTLY “COVID-19 started because we eat animals.”,16
3037,FALSE,"“George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.”",7
3038,FALSE,Study from Queensland Australia says that banana a day prevents COVID19 because of vitB6,0
3039,FALSE,"MOSTLY President Vucic claimed that according to the EU decisions, Serbia cannot import medicial equipment from the EU countries",0
3040,FALSE,You can test a quality of reusable mask blowing a lighter as you wear it,0
3041,FALSE,Footballer Ronaldo is turning his hotels into Covid-19 hospitals,16
3042,FALSE,"No coronavirus in Nigeria yet, according to pastor",0
3043,FALSE,Cristiano Ronaldo is going to transform his hotels into hospitals,0
3044,FALSE,Having a patent on a virus means we have created the virus,11
3045,FALSE,This video shows Italian People greetings and clapping for China during the Covid-19 emergency,14
3046,FALSE,"Partially A photo claimed that military vehicles are combating COVID-19 in Palermo, Italy",16
3047,FALSE,"A graphic has been shared thousands of times on Facebook which claims that gargling warm water with salt or vinegar can eliminate the novel coronavirus, COVID-19",5
3048,FALSE,Report that Cristiano Ronaldo will convert his hotels into coronavirus hospitals,0
3049,FALSE,"Mostly 37.000 US soldiers are entering the EU while everybody is busy with the coronavirus, the soldiers are immune",0
3050,FALSE,A Facebook post suggests that drinking lots of water and gargling with warm water and salt or vinegar eliminates the coronavirus,0
3051,FALSE,Quotes by Finnish national health authorities between 20th of January and 3rd of March taken out of context,19
3052,FALSE,Corporations invented the coronavirus,0
3053,FALSE,Curfew Issued For Bossier City Due To coronavirus,0
3054,FALSE,CEO Resignations Are Linked To Global Conspiracy,0
3055,FALSE,Coronavirus found in crab legs,0
3056,FALSE,Military on streets of Philadelphia preparing to invoke martial law and bring citizens to FEMA camps,0
3057,FALSE,Article overstates threat of coronavirus,0
3058,FALSE,Drinking lots of water and gargling with warm water and salt or vinegar eliminates the novel coronavirus. Spread the information as you can save someone with this information,5
3059,FALSE,Eating salt on the onion will eliminate the coronavirus,0
3060,FALSE,"Partially Viral image with differences between a cold, the flu and COVID-19",16
3061,FALSE,Catalonia universities give all course credits to its students after clases being suspended,0
3062,FALSE,"Spanish home office has not issued a statement announcing the complete closure of Madrid, the Basque Country and La Rioja",0
3063,FALSE,"Felipe Gonzalez, ex-Prime minister of Spain, says that the Spanish coalition government cannot face the covid crisis",6
3064,FALSE,The current coronavirus has been “manufactured” in Wuhan,7
3065,FALSE,There are one hundred children infected with COVID-19 in the main hospital in Lima,8
3066,FALSE,An American soldier has been paid to spread Sars-Cov-2 in Europe,12
3067,FALSE,Turkish President Erdoğan said that curfew is to declare due to COVID-19,19
3068,FALSE,Two COVID-19 patients were executed in North Korea,16
3069,FALSE,Italian airforce’s airshow to motivate the public under quarantine,0
3070,FALSE,Ireland is going to go into a full lockdown,0
3071,FALSE,A Facebook post shared tens of thousands of times purportedly shows a rail freight tanker with “COVID-19” stamped on one side,16
3072,FALSE,Gargling salt with water “eliminates” the 2019 novel coronavirus,5
3073,FALSE,"Former senator Antonio Trillanes IV allegedly posted a tweet saying that President Rodrigo Duterte is to blame for the calamities the country has been facing, including the novel coronavirus pandemic",5
3074,FALSE,Astrologers had predicted the appearance of a coronavirus in 2020,0
